zinc_ids,polymer,reactants
ZINC000102696926,*=CCN(CC=*)C1CCN(C(=O)c2c(O)cc(F)cc2F)CC1,O=C(c1c(O)cc(F)cc1F)N1CCC(N2CC=CC2)CC1
ZINC000102715327,*=CCN(CC=*)c1cccc(C(=O)NCc2ccnc(OC)c2)c1,COc1cc(CNC(=O)c2cccc(N3CC=CC3)c2)ccn1
ZINC000102738616,*=CCN(CC=*)c1cccc(CNC(=O)CCc2cnn(C)c2)c1,Cn1cc(CCC(=O)NCc2cccc(N3CC=CC3)c2)cn1
ZINC000102760580,*=CC1CC(C=*)C(C(=O)NC2CCN(C(=O)OC(C)(C)C)C2)C1,CC(C)(C)OC(=O)N1CCC(NC(=O)C2CC3C=CC2C3)C1
ZINC000107836784,*=CC1OC(C)(C=*)C(C(=O)Nc2ccc(Cl)cc2)C1C(=O)O,CC12C=CC(O1)C(C(=O)O)C2C(=O)Nc1ccc(Cl)cc1
ZINC000108529816,*=CCC(CC=*)C(=O)N1CCC2(CC1)CC(=O)N(CC1CC1)C2,O=C1CC2(CCN(C(=O)C3CC=CC3)CC2)CN1CC1CC1
ZINC000128043237,*=CC(CO)CC(C=*)NC(=O)NC(C1CCCC1)C(F)(F)F,O=C(NC1C=CC(CO)C1)NC(C1CCCC1)C(F)(F)F
ZINC000129721944,*=CCC(CC=*)C(=O)NC(C)CS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)CC(C)NC(=O)C2CC=CC2)cc1
ZINC000169619874,*=CC1OC(C=*)C(C(=O)Nc2ccc(F)c(Cl)c2)C1C(=O)O,O=C(O)C1C2C=CC(O2)C1C(=O)Nc1ccc(F)c(Cl)c1
ZINC000169619966,*=CC1OC(C=*)C(C(=O)Nc2ccccc2SC)C1C(=O)O,CSc1ccccc1NC(=O)C1C2C=CC(O2)C1C(=O)O
ZINC000176024940,*=CC(CO)CC(C=*)NC(=O)c1cc2sc(N(C)C)nc2s1,CN(C)c1nc2sc(C(=O)NC3C=CC(CO)C3)cc2s1
ZINC000183583215,*=CC(CO)CC(C=*)NC(c1cccc(F)c1)c1cnn(C)c1,Cn1cc(C(NC2C=CC(CO)C2)c2cccc(F)c2)cn1
ZINC000185828600,*=CC(CO)CC(C=*)NC(=O)NCc1c(C)oc2ccccc12,Cc1oc2ccccc2c1CNC(=O)NC1C=CC(CO)C1
ZINC000191391088,*=CCCC(C=*)CC(=O)N1CCC(Nc2nccc(OC)n2)CC1,COc1ccnc(NC2CCN(C(=O)CC3C=CCC3)CC2)n1
ZINC000194292582,*=CCCC(C=*)CC(=O)N1CCCC(c2nnc3n2CCC3)C1,O=C(CC1C=CCC1)N1CCCC(c2nnc3n2CCC3)C1
ZINC000194484891,*=CC(CO)CC(C=*)NC(=O)NC(COC)c1ccc(Cl)cc1,COCC(NC(=O)NC1C=CC(CO)C1)c1ccc(Cl)cc1
ZINC000195558618,*=CC(CO)CC(C=*)NC1CCCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCCC(NC2C=CC(CO)C2)CC1
ZINC000195558633,*=CC(CO)CC(C=*)NC(C)C1CCCN1C(=O)OC(C)(C)C,CC(NC1C=CC(CO)C1)C1CCCN1C(=O)OC(C)(C)C
ZINC000195579941,*=CCN(CC=*)C1CCN(S(=O)(=O)C2CCC(C)(C)CC2)C1,CC1(C)CCC(S(=O)(=O)N2CCC(N3CC=CC3)C2)CC1
ZINC000225602901,*=CC1OC(C=*)C(C(=O)Nc2cccc(Cl)c2C)C1C(=O)O,Cc1c(Cl)cccc1NC(=O)C1C2C=CC(O2)C1C(=O)O
ZINC000226548442,*=CC1OC(C=*)C(C(=O)NC(CC)c2ccc(C)cc2)C1C(=O)O,CCC(NC(=O)C1C2C=CC(O2)C1C(=O)O)c1ccc(C)cc1
ZINC000247796359,*=CCC(CC=*)C(=O)N1CC2(CC(Oc3ccccn3)CCO2)C1,O=C(C1CC=CC1)N1CC2(CC(Oc3ccccn3)CCO2)C1
ZINC000247873609,*=CC1CC(C(=O)N2CCN(Cc3ccccn3)CC2)C(C=*)C12CC2,O=C(C1CC2C=CC1C21CC1)N1CCN(Cc2ccccn2)CC1
ZINC000247940447,*=CC1CC(C(=O)N2CCN(c3nccs3)CC2)C(C=*)C12CC2,O=C(C1CC2C=CC1C21CC1)N1CCN(c2nccs2)CC1
ZINC000253427942,*=CC1CC(C=*)C(C(=O)NC(C)C(=O)N2Cc3ccccc3C2)C1,CC(NC(=O)C1CC2C=CC1C2)C(=O)N1Cc2ccccc2C1
ZINC000253590672,*=CCN(CC=*)C(=O)c1cn2c(n1)C(C)N(CC1CCCC1)CC2,CC1c2nc(C(=O)N3CC=CC3)cn2CCN1CC1CCCC1
ZINC000253591067,*=CCN(CC=*)C(=O)Cc1cn2c(n1)C(C)N(CC1CCC1)CC2,CC1c2nc(CC(=O)N3CC=CC3)cn2CCN1CC1CCC1
ZINC000257242763,*=CCOCC1(CC=*)CCN(C(=O)c2cccnc2OC)CC1,COc1ncccc1C(=O)N1CCC2(CC=CCOC2)CC1
ZINC000262294222,*=CC1CC(C=*)C(C(=O)NC(C(=O)O)c2ccc(OC)cc2)C1,COc1ccc(C(NC(=O)C2CC3C=CC2C3)C(=O)O)cc1
ZINC000296611671,*=CC1CC(C=*)C2CN(C(=O)Nc3ccc4nc(C)nn4c3)CC12,Cc1nc2ccc(NC(=O)N3CC4C5C=CC(C5)C4C3)cn2n1
ZINC000328848773,*=CCCCCCC(C=*)N1CCN(Cc2nc(COC)no2)CC1,COCc1noc(CN2CCN(C3C=CCCCCC3)CC2)n1
ZINC000333689266,*=CC1OC(C=*)C2CN(C(=O)NC(C)c3cccc(O)c3)CC12,CC(NC(=O)N1CC2C3C=CC(O3)C2C1)c1cccc(O)c1
ZINC000390835312,*=CCCC(C=*)CC(=O)Nc1cccc(N2C(=O)CCNC2=O)c1,O=C(CC1C=CCC1)Nc1cccc(N2C(=O)CCNC2=O)c1
ZINC000408710741,*=CC1CC(C=*)C2C(=O)N(Cc3nnc(-c4ccccc4)o3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1Cc1nnc(-c2ccccc2)o1
ZINC000409044920,*=CC1OC(C)(C=*)C2C(=O)N(c3cc(Cl)ccc3OC)C(=O)C12,COc1ccc(Cl)cc1N1C(=O)C2C3C=CC(C)(O3)C2C1=O
ZINC000409377127,*=CC1OC(C)(C=*)C(C(=O)Nc2ccccc2CC)C1C(=O)O,CCc1ccccc1NC(=O)C1C(C(=O)O)C2C=CC1(C)O2
ZINC000409378094,*=CC1OC(C)(C=*)C(C(=O)Nc2ccc(C)cc2C)C1C(=O)O,Cc1ccc(NC(=O)C2C(C(=O)O)C3C=CC2(C)O3)c(C)c1
ZINC000409378119,*=CC1OC(C)(C=*)C(C(=O)Nc2ccc(OCC)cc2)C1C(=O)O,CCOc1ccc(NC(=O)C2C(C(=O)O)C3C=CC2(C)O3)cc1
ZINC000409385093,*=CC1OC(C)(C=*)C(C(=O)Nc2ccc(C)c(C)c2)C1C(=O)O,Cc1ccc(NC(=O)C2C(C(=O)O)C3C=CC2(C)O3)cc1C
ZINC000575423891,*=CC(CS(=O)(=O)C=*)NC(=O)Nc1ccc2nc(C)sc2c1,Cc1nc2ccc(NC(=O)NC3C=CS(=O)(=O)C3)cc2s1
ZINC000585141328,*=CCC(CO)(CC=*)C(NC(=O)c1cncn1C)c1ccccc1,Cn1cncc1C(=O)NC(c1ccccc1)C1(CO)CC=CC1
ZINC000823795583,*=CCC(CO)(CC=*)C(NC(=O)c1cc(=O)cc[nH]1)c1ccccc1,O=C(NC(c1ccccc1)C1(CO)CC=CC1)c1cc(=O)cc[nH]1
ZINC000903906859,*=CC1OC(C=*)C2CN(Cc3ccc(C(=O)O)c4cccnc34)CC12,O=C(O)c1ccc(CN2CC3C4C=CC(O4)C3C2)c2ncccc12
ZINC000195496516,*=CC(CO[Si](C)(C)C(C)(C)C)OC(C=*)n1cnc2c(N)ncnc21,CC(C)(C)[Si](C)(C)OCC1C=CC(n2cnc3c(N)ncnc32)O1
ZINC001554502606,*=CC=S=C(C=*)C1=CC=C(C#N)C2=S=C(c3ccccc3)C(=O)N12,N#CC1=CC=C(C2=S=CC=C2)N2C(=O)C(c3ccccc3)=S=C12
ZINC000005681866,*=CCC1C(=NNC(=O)C(O)(c2ccccc2)c2ccccc2)CC1C=*,O=C(NN=C1CC2C=CCC12)C(O)(c1ccccc1)c1ccccc1
ZINC000071785417,*=CC=CC(Br)C1C(CC=*)N1S(=O)(=O)c1ccccc1,O=S(=O)(c1ccccc1)N1C2CC=CC=CC(Br)C21
ZINC000000049265,*=CC1(C)OC(C)(C=*)C2C(=O)N(c3ccc(Cl)cc3)C(=O)C21,CC12C=CC(C)(O1)C1C(=O)N(c3ccc(Cl)cc3)C(=O)C12
ZINC000000049394,*=CC1OC(C)(C=*)C2C(=O)N(c3cccc4ccccc34)C(=O)C12,CC12C=CC(O1)C1C(=O)N(c3cccc4ccccc34)C(=O)C12
ZINC000000082526,*=CC1CC(C=*)C2C(=O)N(c3cccc4c(C)ccnc34)C(=O)C12,Cc1ccnc2c(N3C(=O)C4C5C=CC(C5)C4C3=O)cccc12
ZINC000000207077,*=CC1C2C(=O)N(c3ccccc3OCC)C(=O)C2C(C=*)C12CC2,CCOc1ccccc1N1C(=O)C2C(C1=O)C1C=CC2C12CC2
ZINC000000300636,*=CC1CC(C=*)C(CN2CCN(C(=O)c3cccc(F)c3)CC2)C1,O=C(c1cccc(F)c1)N1CCN(CC2CC3C=CC2C3)CC1
ZINC000000355255,*=CC1CC(C=*)C(CN2CCN(C(=O)c3ccccc3F)CC2)C1,O=C(c1ccccc1F)N1CCN(CC2CC3C=CC2C3)CC1
ZINC000000376470,*=CC1CC(C=*)C(C(=O)NCCc2cccc(Cl)c2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)NCCc1cccc(Cl)c1
ZINC000000858646,*=CC1OC(C)(C=*)C2C(=O)N(c3ccc(Cl)cc3Cl)C(=O)C12,CC12C=CC(O1)C1C(=O)N(c3ccc(Cl)cc3Cl)C(=O)C12
ZINC000001686655,*=Cc1ccccc1N(CC(O)C=*)S(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)N2CC(O)C=Cc3ccccc32)cc1
ZINC000001737178,*=CC(CS(=O)(=O)C=*)OC(=O)Nc1ccc(Cl)c(Cl)c1,O=C(Nc1ccc(Cl)c(Cl)c1)OC1C=CS(=O)(=O)C1
ZINC000003149171,*=CC1CC(C=*)C(C(=O)NCCCCc2ccccc2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)NCCCCc1ccccc1
ZINC000003150067,*=CC1CC(C=*)C(C(=O)Nc2nc3ccccc3s2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1nc2ccccc2s1
ZINC000003635026,*=CC1CC(C=*)C(C(=O)N2CC=C(c3ccccc3)CC2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)N1CC=C(c2ccccc2)CC1
ZINC000003899074,*=CC1CC(C=*)C2C(=O)N(c3ccc(Br)cc3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1c1ccc(Br)cc1
ZINC000004005809,*=CC1C(C(=O)O)C(C(=O)Nc2ccccc2OC)C(C=*)C12CC2,COc1ccccc1NC(=O)C1C(C(=O)O)C2C=CC1C21CC1
ZINC000004012055,*=CC1CC(C=*)C(C(=O)Nc2cccc3cccnc23)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1cccc2cccnc12
ZINC000004157266,*=CC1CC(C=*)C2C(=O)N(CNc3cccc(Cl)c3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1CNc1cccc(Cl)c1
ZINC000004258625,*=CC1CC(C=*)C2C(=O)N(c3cccc(Br)c3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1c1cccc(Br)c1
ZINC000004366658,*=CC1C2C(=O)N(c3ccc(OCC)cc3)C(=O)C2C(C=*)C12CC2,CCOc1ccc(N2C(=O)C3C(C2=O)C2C=CC3C23CC3)cc1
ZINC000004435723,*=CC(CS(=O)(=O)C=*)N(C(=O)CC(C)C)c1ccc(F)cc1,CC(C)CC(=O)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1
ZINC000004652126,*=CC1CC(C=*)C(C(=O)Nc2cc(Cl)ccc2OC)C1C(=O)O,COc1ccc(Cl)cc1NC(=O)C1C2C=CC(C2)C1C(=O)O
ZINC000004713226,*=CC1CC(C=*)C2C(=O)N(c3ccccc3Br)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1c1ccccc1Br
ZINC000004794880,*=CC1CC(C=*)C(C(=O)Nc2ccc(OCC)cc2)C1C(=O)O,CCOc1ccc(NC(=O)C2C3C=CC(C3)C2C(=O)O)cc1
ZINC000005019200,*=CC1C2C(=O)N(c3cccc(C(C)=O)c3)C(=O)C2C(C=*)C12CC2,CC(=O)c1cccc(N2C(=O)C3C(C2=O)C2C=CC3C23CC3)c1
ZINC000005070834,*=CC(CS(=O)(=O)C=*)N(C(=O)CCCC)c1ccc(C)cc1,CCCCC(=O)N(c1ccc(C)cc1)C1C=CS(=O)(=O)C1
ZINC000005070839,*=CC(CS(=O)(=O)C=*)N(C(=O)C(C)(C)C)c1ccc(C)cc1,Cc1ccc(N(C(=O)C(C)(C)C)C2C=CS(=O)(=O)C2)cc1
ZINC000005071139,*=CC(CS(=O)(=O)C=*)N(C(=O)c1cccs1)c1ccccc1,O=C(c1cccs1)N(c1ccccc1)C1C=CS(=O)(=O)C1
ZINC000005071277,*=CC(CS(=O)(=O)C=*)N(C(=O)CCCC)c1ccc(F)cc1,CCCCC(=O)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1
ZINC000005071280,*=CC(CS(=O)(=O)C=*)N(C(=O)C(C)(C)C)c1ccc(F)cc1,CC(C)(C)C(=O)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1
ZINC000005091612,*=CC1C(=C(C)C)C(C=*)C2C(=O)N(c3ccc(OC)cc3)C(=O)C12,COc1ccc(N2C(=O)C3C4C=CC(C4=C(C)C)C3C2=O)cc1
ZINC000005100026,*=CC1C(=C(C)C)C(C=*)C2C(=O)N(c3cccc(OC)c3)C(=O)C12,COc1cccc(N2C(=O)C3C4C=CC(C4=C(C)C)C3C2=O)c1
ZINC000005276343,*=CC1OC(C)(C=*)C2C(=O)N(c3cccc(C(F)(F)F)c3)C(=O)C12,CC12C=CC(O1)C1C(=O)N(c3cccc(C(F)(F)F)c3)C(=O)C12
ZINC000005511010,*=CC1CC(C=*)N(C(=O)OC)N1C(=O)Nc1ccc(Cl)cc1,COC(=O)N1C2C=CC(C2)N1C(=O)Nc1ccc(Cl)cc1
ZINC000005527468,*=CC1C(C(=O)O)C(C(=O)Nc2cccc(OC)c2)C(C=*)C12CC2,COc1cccc(NC(=O)C2C(C(=O)O)C3C=CC2C32CC2)c1
ZINC000005527672,*=CC1CC(C=*)C(C(=O)OCc2ccc(SC)cc2)C1C(=O)O,CSc1ccc(COC(=O)C2C3C=CC(C3)C2C(=O)O)cc1
ZINC000005531103,*=CC1OC(C)(C=*)C2C(=O)N(c3ccccc3C(F)(F)F)C(=O)C12,CC12C=CC(O1)C1C(=O)N(c3ccccc3C(F)(F)F)C(=O)C12
ZINC000005670817,*=CC1CC(C=*)C(C(=O)Nc2ccc(F)c(Cl)c2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1ccc(F)c(Cl)c1
ZINC000006293169,*=CC(CS(=O)(=O)C=*)Nc1c2c(nc3c1CCCC3)CCCC2,O=S1(=O)C=CC(Nc2c3c(nc4c2CCCC4)CCCC3)C1
ZINC000006455452,*=CC1OC(C)(C=*)C2C(=O)N(c3cc(Cl)cc(Cl)c3)C(=O)C12,CC12C=CC(O1)C1C(=O)N(c3cc(Cl)cc(Cl)c3)C(=O)C12
ZINC000006700362,*=CC1CC(C=*)C(C(=O)Nc2ccccc2SC)C1C(=O)O,CSc1ccccc1NC(=O)C1C2C=CC(C2)C1C(=O)O
ZINC000006726949,*=CC1CC(C=*)C(C(=O)Nc2nc(C(C)(C)C)cs2)C1C(=O)O,CC(C)(C)c1csc(NC(=O)C2C3C=CC(C3)C2C(=O)O)n1
ZINC000006729696,*=CC1CC(C=*)C(C(=O)Nc2ccccc2OC(F)F)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1ccccc1OC(F)F
ZINC000006742358,*=CC1CC(C=*)C(C(=O)NCCc2ccc(Cl)cc2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)NCCc1ccc(Cl)cc1
ZINC000006746875,*=CC1CC(C=*)C(C(=O)Nc2ccc(F)c(F)c2F)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1ccc(F)c(F)c1F
ZINC000006805838,*=CC(CS(=O)(=O)C=*)N(C(=O)C(C)(C)C)c1cc(C)cc(C)c1,Cc1cc(C)cc(N(C(=O)C(C)(C)C)C2C=CS(=O)(=O)C2)c1
ZINC000006823861,*=CC1OC(C)(C=*)C(C(=O)Nc2cccc3ccccc23)C1C(=O)O,CC12C=CC(O1)C(C(=O)O)C2C(=O)Nc1cccc2ccccc12
ZINC000006996170,*=CC1CC(C=*)C2C(=O)N(c3cc(C)nc4ccccc34)C(=O)C12,Cc1cc(N2C(=O)C3C4C=CC(C4)C3C2=O)c2ccccc2n1
ZINC000012115033,*=CCN(C(=O)c1ccccc1F)C(C=*)C(=O)NC1CCCCC1,O=C(NC1CCCCC1)C1C=CCN1C(=O)c1ccccc1F
ZINC000012182534,*=CCN(C(=O)c1cccs1)C(C=*)C(=O)NC1CCCCC1,O=C(NC1CCCCC1)C1C=CCN1C(=O)c1cccs1
ZINC000012183422,*=CCN(C(=O)c1ccco1)C1CCCC1(CC=*)C(=O)OCC,CCOC(=O)C12CC=CCN(C(=O)c3ccco3)C1CCC2
ZINC000012275340,*=CCN(C(=O)c1cccnc1)C1CCCC1(CC=*)C(=O)OCC,CCOC(=O)C12CC=CCN(C(=O)c3cccnc3)C1CCC2
ZINC000012379208,*=CC1C(=C(C)C)C(C=*)C2C(=O)N(c3ccccc3OC)C(=O)C12,COc1ccccc1N1C(=O)C2C3C=CC(C3=C(C)C)C2C1=O
ZINC000013331747,*=CC1CC(C=*)C2C(=O)N(c3ccc(OC(F)F)cc3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1c1ccc(OC(F)F)cc1
ZINC000017746674,*=CC1OC(C=*)C2C(=O)N(c3ccc(-c4ccccc4)cc3)C(=O)C12,O=C1C2C3C=CC(O3)C2C(=O)N1c1ccc(-c2ccccc2)cc1
ZINC000019331900,*=CCN(C(=O)c1ccc(F)cc1)C(C=*)C(=O)NC1CCCCC1,O=C(NC1CCCCC1)C1C=CCN1C(=O)c1ccc(F)cc1
ZINC000019346132,*=CC1CC(C=*)C(C(=O)NCCCc2nc3ccc(F)cc3[nH]2)C1,O=C(NCCCc1nc2ccc(F)cc2[nH]1)C1CC2C=CC1C2
ZINC000020729552,*=CC1CC(C=*)C(CNC(=O)c2nc(-c3cccs3)no2)C1,O=C(NCC1CC2C=CC1C2)c1nc(-c2cccs2)no1
ZINC000022602528,*=CCCC(C=*)CC(=O)Nc1cc(C(N)=O)ccc1N1CCCC1,NC(=O)c1ccc(N2CCCC2)c(NC(=O)CC2C=CCC2)c1
ZINC000023013533,*=CCCC(C=*)CC(=O)N(CC)CC(=O)NCc1cccs1,CCN(CC(=O)NCc1cccs1)C(=O)CC1C=CCC1
ZINC000023326361,*=CCCC(C=*)CC(=O)Nc1ccc(C(=O)c2nccn2C)cc1,Cn1ccnc1C(=O)c1ccc(NC(=O)CC2C=CCC2)cc1
ZINC000032102355,*=CC1CC(C=*)C(CNC(=O)Cn2ccc3cc(OC)ccc32)C1,COc1ccc2c(ccn2CC(=O)NCC2CC3C=CC2C3)c1
ZINC000032180924,*=CC1OC(C=*)C2C(=O)N(c3ccccc3-c3ccccc3)C(=O)C12,O=C1C2C3C=CC(O3)C2C(=O)N1c1ccccc1-c1ccccc1
ZINC000036121626,*=CC1CC(C=*)C(C(=O)Nc2ccc(OC)c(Cl)c2)C1C(=O)O,COc1ccc(NC(=O)C2C3C=CC(C3)C2C(=O)O)cc1Cl
ZINC000054991949,*=CC1CC(C=*)C(CN2CCN(C(=O)c3cccs3)CC2)C1,O=C(c1cccs1)N1CCN(CC2CC3C=CC2C3)CC1
ZINC000059842812,*=CC1CC(C=*)C2C(=O)N(CNc3cccc(Cl)c3C)C(=O)C12,Cc1c(Cl)cccc1NCN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000061721655,*=CC1CC(C=*)C(CNC(=O)c2cc(C)nc3c2c(C)nn3C)C1,Cc1cc(C(=O)NCC2CC3C=CC2C3)c2c(C)nn(C)c2n1
ZINC000071286663,*=CC1CC(C=*)C(CNC(=O)Cc2csc(-n3cccc3)n2)C1,O=C(Cc1csc(-n2cccc2)n1)NCC1CC2C=CC1C2
ZINC000072325164,*=CC1CC(C=*)C(CC(=O)Nc2ccc(OC)cc2)(C(=O)O)C1,COc1ccc(NC(=O)CC2(C(=O)O)CC3C=CC2C3)cc1
ZINC000076958261,*=CCC(CC=*)C(=O)N(C)C1CCN(C(=O)OC(C)(C)C)CC1,CN(C(=O)C1CC=CC1)C1CCN(C(=O)OC(C)(C)C)CC1
ZINC000078555157,*=CCCC(C=*)CC(=O)NCc1nc(-c2ccc(F)cc2)n[nH]1,O=C(CC1C=CCC1)NCc1nc(-c2ccc(F)cc2)n[nH]1
ZINC000078988992,*=CCCC(C=*)CC(=O)OC1CCN(c2ccc(Cl)nn2)CC1,O=C(CC1C=CCC1)OC1CCN(c2ccc(Cl)nn2)CC1
ZINC000081378240,*=CC1CC(C=*)C(CN(C(=O)c2nccn3ccnc23)C(C)C)C1,CC(C)N(CC1CC2C=CC1C2)C(=O)c1nccn2ccnc12
ZINC000081478535,*=CC(CO)CC(C=*)NC(=O)NC1CCSc2c(F)cccc21,O=C(NC1C=CC(CO)C1)NC1CCSc2c(F)cccc21
ZINC000086053528,*=CCC(CC=*)C(=O)NS(=O)(=O)c1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(S(=O)(=O)NC(=O)C2CC=CC2)cc1
ZINC000086246408,*=CCC(CC=*)C(=O)Nc1cccc(CN2CCC(O)CC2)c1,O=C(Nc1cccc(CN2CCC(O)CC2)c1)C1CC=CC1
ZINC000087454329,*=CCC(CC=*)C(=O)NCc1ccc(C)cc1OCC1CCOC1,Cc1ccc(CNC(=O)C2CC=CC2)c(OCC2CCOC2)c1
ZINC000088237408,*=CCCC(C=*)CC(=O)NC1CCN(c2c(F)cccc2F)C1=O,O=C(CC1C=CCC1)NC1CCN(c2c(F)cccc2F)C1=O
ZINC000094992978,*=CC1CC(C=*)C(CNC(=O)Cn2ccc3cccc(OC)c32)C1,COc1cccc2ccn(CC(=O)NCC3CC4C=CC3C4)c12
ZINC000095413957,*=CCC(CC=*)NC(=O)NCc1ccc(C(=O)NC(C)CC)cc1,CCC(C)NC(=O)c1ccc(CNC(=O)NC2CC=CC2)cc1
ZINC000095414396,*=CCC(CC=*)NC(=O)NC(C)c1ccccc1N1CCOCC1,CC(NC(=O)NC1CC=CC1)c1ccccc1N1CCOCC1
ZINC000095463083,*=CCC(CC=*)NC(=O)NC1CCOC1c1ccc(F)c(F)c1,O=C(NC1CC=CC1)NC1CCOC1c1ccc(F)c(F)c1
ZINC000096039455,*=CCCC(C=*)CC(=O)N1CCC2OCCCC2(COCC)C1,CCOCC12CCCOC1CCN(C(=O)CC1C=CCC1)C2
ZINC000096039926,*=CCC(CC=*)C(=O)N1CCC2OCCCC2(COCC2CC2)C1,O=C(C1CC=CC1)N1CCC2OCCCC2(COCC2CC2)C1
ZINC000096042096,*=CCCC(C=*)CC(=O)N1CCOC2C(OCC3CC3)CCC21,O=C(CC1C=CCC1)N1CCOC2C(OCC3CC3)CCC21
ZINC000096064040,*=CCC(CC=*)C(=O)N1CCC2C1CCN2Cc1cccc(C)n1,Cc1cccc(CN2CCC3C2CCN3C(=O)C2CC=CC2)n1
ZINC000096070939,*=CCC(CC=*)C(=O)N1CC2(CCN(Cc3ccsc3)C2)C1,O=C(C1CC=CC1)N1CC2(CCN(Cc3ccsc3)C2)C1
ZINC000096100095,*=CCCC(C=*)CC(=O)N1Cc2cnn(CC)c2C(COCC)C1,CCOCC1CN(C(=O)CC2C=CCC2)Cc2cnn(CC)c21
ZINC000096161716,*=CCC(CC=*)C(=O)N1CC2CN(Cc3cccc(F)c3)CC2C1,O=C(C1CC=CC1)N1CC2CN(Cc3cccc(F)c3)CC2C1
ZINC000096186453,*=CCC(CC=*)C(=O)N1CCC2C1CCC(=O)N2c1ccccc1,O=C(C1CC=CC1)N1CCC2C1CCC(=O)N2c1ccccc1
ZINC000096199631,*=CCC(CC=*)C(=O)N1CCC2(CC1)NC(=O)CC2c1ccccc1,O=C1CC(c2ccccc2)C2(CCN(C(=O)C3CC=CC3)CC2)N1
ZINC000096200756,*=CCC(CC=*)C(=O)N1CCC(OCC)C1Cc1ccncc1,CCOC1CCN(C(=O)C2CC=CC2)C1Cc1ccncc1
ZINC000096208615,*=CCC(CC=*)C(=O)N1CCC2(CC1)CC(COC)N(C(C)C)C2,COCC1CC2(CCN(C(=O)C3CC=CC3)CC2)CN1C(C)C
ZINC000096238443,*=CCC(CC=*)C(=O)N1CCC2(CC(=O)N(c3ccccc3)C2)C1,O=C(C1CC=CC1)N1CCC2(CC(=O)N(c3ccccc3)C2)C1
ZINC000096404900,*=CC1CC(C=*)C(C(=O)Nc2cc(C3CC3)nn2-c2ncccn2)C1,O=C(Nc1cc(C2CC2)nn1-c1ncccn1)C1CC2C=CC1C2
ZINC000096407916,*=CCCC(C=*)CC(=O)NCC(O)c1ccc(OC(C)C)cc1,CC(C)Oc1ccc(C(O)CNC(=O)CC2C=CCC2)cc1
ZINC000096418763,*=CCC(CC=*)C(=O)Nc1ccccc1S(=O)(=O)NC(C)(C)C,CC(C)(C)NS(=O)(=O)c1ccccc1NC(=O)C1CC=CC1
ZINC000096445103,*=CCC(CC=*)C(=O)N1CCCCC1CNC(=O)c1ccccc1,O=C(NCC1CCCCN1C(=O)C1CC=CC1)c1ccccc1
ZINC000096454807,*=CCCC(C=*)CC(=O)NC(C)(C(N)=O)c1cccc(Cl)c1,CC(NC(=O)CC1C=CCC1)(C(N)=O)c1cccc(Cl)c1
ZINC000096473508,*=CC(CO)CC(C=*)NC(=O)NC1CC(C)(C)Oc2ccccc21,CC1(C)CC(NC(=O)NC2C=CC(CO)C2)c2ccccc2O1
ZINC000096487272,*=CCC(CC=*)C(=O)Nc1cc(C(=O)NCC)c2ccccc2n1,CCNC(=O)c1cc(NC(=O)C2CC=CC2)nc2ccccc12
ZINC000096487356,*=CCCC(C=*)CC(=O)Nc1ccccc1CN1CCC(O)CC1,O=C(CC1C=CCC1)Nc1ccccc1CN1CCC(O)CC1
ZINC000097104004,*=CCC(CC=*)C(=O)NC1CCCC(NC(=O)OC(C)(C)C)C1,CC(C)(C)OC(=O)NC1CCCC(NC(=O)C2CC=CC2)C1
ZINC000100208647,*=CCN(C(=O)C(C)(C)C)C(C=*)c1cc2nc(C)c(C)c(O)n2n1,Cc1nc2cc(C3C=CCN3C(=O)C(C)(C)C)nn2c(O)c1C
ZINC000100625938,*=CC1OC(C=*)C(C(=O)Nc2ccc(C(C)CC)cc2)C1C(=O)O,CCC(C)c1ccc(NC(=O)C2C3C=CC(O3)C2C(=O)O)cc1
